#peak_num	name	confidence	molecular_ion
3910	Benzene, 1,1'-(1,4-dimethyl-1-butene-1,4-diyl)bis-	2	236
3916	Benzoic acid, undecyl ester	0	276
3919	7-Oxodehydroabietic acid, methyl ester	2	328
3924	Benzenemethanol, 2-hydroxy-5-methyl-	0	138
3949	4H-1-Benzopyran-4-one, 5-hydroxy-7-methoxy-2-phenyl-	2	268
3954	Benz[a]anthracene, 12-methyl-	2	242
3959	Benzoic acid, 4-(4-ethylcyclohexyl)-, 4-butoxy-2,3-dicyanophenyl ester	0	430
3962	2H-Pyran, tetrahydro-2-(12-pentadecynyloxy)-	0	308
3967	Benzene, 1,1'-(1,4-dimethyl-1-butene-1,4-diyl)bis-	2	236
3970	Phthalic acid, benzyl isobutyl ester	0	312
3973	Benz(a)anthracene-7,12-dione	2	258
3979	Phthalic acid, octyl 2-propylpentyl ester	0	390
3991	2-Hexadecyl-5-methylpyrrolidine	0	309
3992	Benzenesulfonyl chloride, 2,4,6-tris(1-methylethyl)-	0	302
4000	Phenol, 2-(2H-benzotriazol-2-yl)-4,6-bis(1,1-dimethylpropyl)-	2	351
4001	Piperonyl butoxide	0	338
4009	Octocrylene	2	361
4011	1,1'-Biphenyl, 2-formyl-4',5',6'-trimethoxy-	0	272
4017	9-Oximino-2,7-diethoxyfluorene	0	283
4022	Phenol, 2-(5-chloro-2H-benzotriazol-2-yl)-4,6-bis(1,1-dimethylethyl)-	2	357
4040	3-Phenoxybenzhydrazide	0	228
4075	1,3,4-Oxadiazole-2(3H)-thione, 5-(2-bromophenyl)-3-benzyl(methyl)aminomethyl-	0	389
4078	Phthalic acid, heptyl undecyl ester	0	418
4081	1H-Isoindole, 2,3-dihydro-	0	119
4082	Phthalic acid, bis(7-methyloctyl) ester	0	418
4083	Phthalic acid, 5-methylhex-2-yl heptadecyl ester	0	502
4084	Ethanol, 2-[2-[2-[2-[p-(1,1,3,3-tetramethylbutyl)phenoxy]ethoxy]ethoxy]ethoxy]-	2	382
4085	Permethrine	0	390
4086	7-Phenylisoquinoline	2	205
4087	Benzo[b]naphtho[2,3-d]thiophene, 6,8-dimethyl-	2	262
4089	1,2-Benzenedicarboxylic acid, mono(2-ethylhexyl) ester	2	278
4105	3-Pyridinecarbonitrile, 1,4-dihydro-1-methyl-	0	120
4108	Cannabinol, O-trimethylsilyl-	0	382
4134	Piperine	2	285
4142	à-[2-Piperidyl]-2,6-di-[p-trifluoromethylphenyl]-4-pyridinemethanol	0	480
4147	1,3-Propanediamine, N'-(4-chlorophenyl)-N,N,2-trimethyl-	0	226
4153	Octabenzone	2	326
4157	1-Decanol, 10-[(tetrahydro-2H-pyran-2-yl)oxy]-	0	258
4160	Dibenzyl phthalate	0	346
4174	9H-Fluorene, 9-(phenylmethylene)-	0	254
4187	Squalene	0	410
4218	Acetamide, N-(3-dimethylaminopropyl)-2-(1,3-dimethyl-2,6-dioxo-1,2,3,6-tetrahydropurin-7-yl)-	0	322
4223	2,2',4,4',5,-Penabromodiphenyl ether	2	560
4237	Benzo[k]fluoranthene	2	252
4238	Benzo(a)pyrene-4,5-dione	0	282
4256	5H-Indeno[1,2-b]pyridin-5-ol, 5-allyl-4-amino-	0	238
4292	Dimantine	0	297
4378	5-Chlorovaleric acid, 3-pentadecyl ester	0	346
4418	Dimantine	0	297
4445	2,3,6-Trichlorobenzoyl chloride	0	242
4474	Perylene, 3-methyl-	2	266
4494	Hydroxyclomipramine	0	330
4498	Miconazole	2	414
4528	17.alfa.,21á-28,30-Bisnorhopane	2	384
4573	Carinol	0	378
4591	Binaphthyl sulfone	2	318
4599	à-Tocopheryl acetate	2	472
4632	Picene	2	278
4707	Benzo[ghi]perylene	2	276
4744	cis-Vaccenic acid	2	282
4757	Benzene, 1,1'-(1,4-dimethyl-1-butene-1,4-diyl)bis-	2	236
4771	1,8-Diazacyclotetradecane-2,9-dione	0	226
